site_uri,site_name,latitude,longitude,geonames_id
http://www.wikidata.org/entity/Q3983267,Tempio di Iside,37.298333333333,13.588888888889,
http://www.wikidata.org/entity/Q3983287,Tempio di Vespasiano,40.749594,14.485165,
http://www.wikidata.org/entity/Q3982366,teatro romano di Ascoli Piceno,42.85366111,13.56858056,10288513
http://www.wikidata.org/entity/Q3983175,Tempio C,37.5832,12.8253,
http://www.wikidata.org/entity/Q3983228,Tempio di Atena,40.424502777778,15.005377777778,
http://www.wikidata.org/entity/Q3951764,scavi archeologici di Stabia,40.702952,14.499259,
http://www.wikidata.org/entity/Q3992602,Tomba dei giganti di Sa Perda 'e S'Altare,40.23746944,8.85855833,
http://www.wikidata.org/entity/Q3950859,Saturo,40.3713973,17.3055696,
http://www.wikidata.org/entity/Q3984399,Terme di Elagabalo,41.890236,12.489557,
http://www.wikidata.org/entity/Q3983181,Tempio E,37.586689973344,12.834817067249,
http://www.wikidata.org/entity/Q3983253,Tempio di Giano,41.8913,12.48,
http://www.wikidata.org/entity/Q3983283,Tempio di Venere,40.748425,14.483872,
http://www.wikidata.org/entity/Q4009174,Vecchia fucina,41.28674167,14.56389722,
http://www.wikidata.org/entity/Q3950860,Saturo,40.37138889,17.30555556,
http://www.wikidata.org/entity/Q3998737,Tridentum,46.0694569,11.123645,
http://www.wikidata.org/entity/Q4010873,Via etrusca del ferro,43.821944444444,10.604444444444,
http://www.wikidata.org/entity/Q3982364,teatro romano di Anzio,41.45516111,12.62865278,
http://www.wikidata.org/entity/Q3983249,Tempio di Flora,41.30575556,14.56272222,
http://www.wikidata.org/entity/Q3992604,Tomba dei giganti di Osono,40.03511111,9.61658333,
http://www.wikidata.org/entity/Q3983202,tempio della Concordia,37.2897,13.5922,10376146
http://www.wikidata.org/entity/Q4000489,Tunnel borbonico,40.8354727695,14.2462720204,
http://www.wikidata.org/entity/Q3620623,Apigliano,40.20288,18.26919,
http://www.wikidata.org/entity/Q3316213,Kainua,44.3370515,11.2038579,
http://www.wikidata.org/entity/Q3616680,anfiteatro romano di Ancona,43.623142,13.512171,
http://www.wikidata.org/entity/Q3604769,Acropoli di Alatri,41.724717,13.344505,11857034
http://www.wikidata.org/entity/Q3517625,tempio di Talamonaccio,42.55166667,11.16972222,
http://www.wikidata.org/entity/Q3621968,Area archeologica di Capo Colonna,39.0289,17.2051,
http://www.wikidata.org/entity/Q3621493,Archeoparco del Basileus,40.6833,15.6,
http://www.wikidata.org/entity/Q3618727,Antinum,41.889111111111,13.473805555556,
http://www.wikidata.org/entity/Q3604872,Ad Decimum,41.8027,12.639,
http://www.wikidata.org/entity/Q3589176,Epipoli,37.090582,15.218682,
http://www.wikidata.org/entity/Q3616688,Anfiteatro romano di Teramo,42.6579,13.7032,
http://www.wikidata.org/entity/Q3542035,tomba del Diavolino II,42.8757,10.9944,
http://www.wikidata.org/entity/Q3531028,tomba del Belvedere,42.8695165,10.9828734,
http://www.wikidata.org/entity/Q3457868,Porta Caelimontana e Porta Querquetulana,41.8856,12.4952,
http://www.wikidata.org/entity/Q3309400,tempio di Giove,40.7499,14.4845,
http://www.wikidata.org/entity/Q3531051,Tomba di Vigna Grande,43.008732,11.947319,
http://www.wikidata.org/entity/Q3604735,Acquedotto romano di Catania,37.5494,14.9555,
http://www.wikidata.org/entity/Q3616684,anfiteatro romano di Rimini,44.06027,12.5754,
http://www.wikidata.org/entity/Q3606949,Agyrion,37.657497,14.522598,
http://www.wikidata.org/entity/Q3517528,Tempio di Iside,40.7492,14.4883,
http://www.wikidata.org/entity/Q3621757,Arco augusteo di Siracusa,37.073657,15.280068,
http://www.wikidata.org/entity/Q3618645,Antico porto di Atri,42.585,14.0894,
http://www.wikidata.org/entity/Q3618615,Antiche Mura,45.5428,12.6386,
http://www.wikidata.org/entity/Q3531041,Tomba dell'Iscrizione,43.0242,11.9455,
http://www.wikidata.org/entity/Q3485425,Vitozza,42.6778,11.7569,
http://www.wikidata.org/entity/Q3616681,Anfiteatro Romano di Arezzo,43.4606,11.8806,
http://www.wikidata.org/entity/Q3604770,Acropoli di Arpino,41.649154,13.617731,8960167
http://www.wikidata.org/entity/Q3606501,Ager Vaticanus,41.9054,12.4662,
http://www.wikidata.org/entity/Q3531032,Tomba del Granduca,43.0339,11.9597,
http://www.wikidata.org/entity/Q3621777,Arco di Gaio e Lucio Cesari,41.892631,12.486033,
http://www.wikidata.org/entity/Q3517716,Tempio Etrusco di Punta della Vipera,42.0463351,11.8256075,
http://www.wikidata.org/entity/Q3527911,teatro romano di Aosta,45.73841,7.3223,
http://www.wikidata.org/entity/Q3531036,Tomba del Poggio al Moro,43.0183,11.9262,
http://www.wikidata.org/entity/Q3531046,Tomba della Scimmia,43.0304863,11.9520681,
